followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,bot
1,509,0,75,0,104,1,0,0,1
1479,3,11,19,0,32440,1,0,0,1
39,0,12,0,0,9729,1,0,0,1
2115097,3851,11112,90,1,27626,1,0,0,0
17880103,763,75193,306,1,9487,0,0,0,0
136,1,21,5,0,34446,0,0,0,1
286,0,22,0,0,94599,1,0,0,1
3965867,6,25506,0,1,2245,0,0,0,0
858,597,1,4620,0,11519,0,0,0,0
133554,95060,1455,1453,0,40763,0,0,0,1
1810,1,36,24,0,35024,1,0,0,1
533,0,42,0,0,7145,1,1,0,1
281,0,40,0,0,1224,1,0,0,1
4,24,0,1,0,0,1,1,N/A,1
251,131,36,1,0,362,1,0,0,1
398626,1141,2199,2348,1,39023,0,0,1,0
29270,24101,417,1571,1,2426,0,0,0,0
4961351,742,13162,11859,1,36385,0,0,0,0
260,0,34,0,0,25155,1,0,0,1
8741,343,102,9665,0,21046,0,0,1,0
12,64,0,0,0,7,1,0,0,1
1,398,0,31,0,61,1,0,0,1
57,67,0,15,0,1295,0,0,0,0
5558,6032,16,115,0,1877,1,0,1,1
162,303,4,302,0,435,0,0,1,0
994,4663,31,16205,0,6836,0,0,0,0
775,953,1,319,0,428,1,0,1,0
169,18,3,3,0,4,1,0,0,1
293,344,2,0,0,8638,0,0,0,1
12790920,24,46994,0,1,763,0,0,0,0
956,0,34,0,0,434,1,0,0,1
176,16,25,4,0,5040,1,0,0,1
181,1,25,0,0,60475,0,0,0,1
4,14,0,18,0,29,1,1,N/A,0
5299213,72,7392,698,1,2725,0,0,0,0
102,1,5,0,0,266,1,0,0,1
2,79,0,1,0,2,1,1,0,0
429604,600,4999,30,1,497,0,0,0,0
1,69,0,0,0,11,1,0,0,1
120,248,1,2893,0,1407,1,0,1,0
17,0,2,0,0,170,1,0,0,1
63,103,0,2,0,81,0,0,0,0
97,279,0,42,0,16,0,0,1,0
208,858,6,4073,0,1556,1,0,0,0
1040,0,61,1,0,2633,1,0,0,1
62,0,19,0,0,4106,1,1,0,1
10648215,178,5353,168,1,19489,1,0,0,0
1,42,0,0,0,0,1,1,N/A,1
613,169,10,122,0,71,0,0,0,0
133553,95060,1455,1453,0,40763,0,0,0,0
823,450,4,733,0,17880,0,0,0,0
1640,26,20,14,0,19151,0,0,0,1
321,420,4,22,0,411,0,0,1,0
1,498,0,103,0,102,1,0,0,1
0,256,0,13,0,11,1,0,0,1
88195,82994,1736,892,1,1933,1,0,0,1
78,0,31,0,0,10130,1,0,0,1
4119379,698,8561,29,1,5551,0,0,0,0
83215,12,1789,45,0,2063,0,0,0,1
25076,4654,909,100,1,11838,0,0,0,0
13725,429,41,14931,0,4044,1,0,0,0
148,0,21,0,0,12083,1,0,0,1
598,1,42,0,0,9684,1,0,0,1
1026,1,74,0,0,3456,1,0,0,1
23,0,14,0,0,2584,1,0,0,1
553041,182,2560,770,1,1492,0,0,0,0
13305,1154,392,1251,0,3571,0,0,0,0
93,1,16,0,0,29804,1,0,0,1
2,341,0,29,0,44,1,0,0,1
22,97,0,15,0,85,0,0,1,0
81,80,0,1356,0,3243,0,0,0,0
2142490,45023,7431,26993,1,16826,0,0,0,0
25253,152,970,1582,1,36172,0,0,0,0
58,0,4,129,0,473,0,0,0,0
461,873,0,0,0,126,1,0,0,1
1,367,0,29,0,37,1,0,0,1
20,96,0,374,0,1,1,0,N/A,1
2060,661,80,374,0,6003,0,0,1,0
403994,654,2553,34,1,16482,0,0,1,0
8896,417,347,797,0,9936,0,0,0,0
4457073,57,28,674,1,342,0,0,0,0
193168,0,2524,0,1,96,1,0,0,0
314,272,4,2068,0,4439,0,0,0,0
1683151,754,5079,297,1,33056,0,0,0,0
2271,3,110,0,0,15514,0,0,0,1
3508,4053,3,0,0,7252,0,0,1,1
3630,557,122,433,0,643,1,0,0,0
36,445,1,12,0,37,0,0,0,0
5,93,0,5,0,1,1,0,N/A,1
65691,2176,5574,29498,1,44708,0,0,1,0
491,4970,1,187,0,118,1,0,1,1
346848,2306,5430,2419,1,16244,0,0,0,0
483883,0,4614,0,0,62634,0,0,0,1
0,26,0,47,0,65,1,0,0,1
10,76,0,2,0,19,0,0,0,0
5273,293,82,377,0,6636,0,0,1,0
305,29,7,3,0,162,1,0,0,1
5730,301,182,26,1,1741,0,0,0,0
202929,605,2001,3278,1,25837,0,0,0,0
262,729,2,30,0,235,0,0,1,0
94,1,25,0,0,2383,0,0,0,1
401,850,5,941,0,4604,0,0,0,0
25,223,3,0,0,28,0,0,0,0
21,33,0,47,0,702,0,0,0,0
292,2225,0,0,0,0,1,0,0,1
98,667,0,712,0,613,1,0,0,0
6,98,0,0,0,1,1,0,0,0
1877332,2190,13448,0,1,9362,0,0,0,0
34363304,909,187570,14320,1,269878,0,0,0,0
31,39,2,94,0,1856,0,0,0,0
0,86,0,0,0,0,1,1,N/A,1
36,7,0,0,0,2,1,0,0,0
1,4,0,22,0,4,1,1,0,1
52,222,0,10,0,1,1,0,0,1
1,34,0,68,0,98,1,0,0,1
1,9,0,0,0,1,1,0,0,1
10100,31,567,897,0,2090,1,0,0,0
15,23,0,2,0,2,0,0,1,0
11,2,7,0,0,5464,0,0,0,1
98,8,14,2,0,3375,1,1,0,1
50,0,13,0,0,1462,1,0,0,1
337,2,40,0,0,28941,1,0,0,1
1226,2636,24,25,0,664,0,0,1,1
70,0,20,1,0,16312,0,0,0,1
445,4997,2,109,0,83,0,0,1,1
50,128,0,25,0,15,1,0,1,0
2838,6,97,0,0,11889,1,0,0,1
127,1,17,0,0,2836,1,0,0,1
69,4,12,1,0,171,1,0,0,1
348713,976,3308,1762,1,32693,0,0,1,0
13,47,0,0,0,2,0,0,0,0
80290,5909,2533,4660,1,19203,0,0,0,0
113,0,32,0,0,25120,0,0,0,1
743,1555,1,357,0,2410,0,0,0,0
153,2,9,3,0,391,1,0,0,1
56805,3,1080,18,1,12376,0,0,0,0
669,613,11,6369,0,14133,0,0,1,0
3,30,0,0,0,1,1,0,1,1
323,983,2,1900,0,4537,0,0,1,0
417924,16771,2135,999,1,39013,0,0,0,0
21,1880,5,305,0,454,0,0,0,1
10795,21,185,9,1,36,0,0,0,0
5390,58,147,145,1,2222,0,0,0,0
6,0,6,0,0,1066,1,0,0,1
739,827,15,438,0,734,1,0,0,0
1,22,0,1,0,1,1,0,0,0
3,39,0,0,0,3,1,1,0,1
1336587,512,23711,2208,1,17125,0,0,0,0
42,0,3,1,0,964,1,0,0,1
2143,661,45,3322,0,13160,0,0,0,0
15,3,2,721,0,854,0,0,0,1
86,433,1,174,0,26,1,0,0,1
45,126,0,1024,0,85,1,0,N/A,0
1,341,0,23,0,31,1,0,0,1
55469,4306,1730,29095,1,58890,0,0,1,0
576,39,10,21,0,52048,0,0,0,1
16,1,4,1,0,2001,1,0,0,1
363,345,3,620,0,3361,0,0,0,0
173,0,7,2,0,1188,1,0,0,1
237490,314,1321,158,1,2230,0,0,0,0
312,2,13,21,0,856,0,0,0,1
106,318,3,11,0,441,1,0,0,0
56,39,13,0,0,247223,1,1,0,1
947282,80,1962,19,1,340,0,0,0,0
3,314,0,34,0,56,1,0,0,1
1533,1714,14,0,0,19176,0,0,0,1
33,1,6,2,0,1029,1,0,0,1
127,816,15,469,0,321,0,0,0,0
23008,183,986,0,0,4575,0,1,0,0
947045,271,2618,88,1,4905,0,0,0,0
412,15,32,0,0,46926,0,0,0,1
13,3,4,0,0,79,1,0,0,1
186,858,10,145,0,307,0,0,1,0
500,726,10,17962,0,22712,0,0,1,1
1075,0,24,0,0,703,1,0,0,1
1209026,559,5133,19,1,5019,0,0,0,0
882,231,11,3,0,2826,1,0,0,1
131,1,26,0,0,1622,1,0,0,1
98866,108366,122,851,0,868,0,0,0,1
20,0,8,0,0,84,1,0,0,1
3,0,1,0,0,5236,0,0,0,1
22,102,0,4,0,26,1,0,0,0
17289,127,481,3432,1,5383,0,0,0,0
229,1331,4,0,0,16,1,0,0,0
3588,0,135,0,0,18413,0,0,0,1
46,54,0,39,0,194,0,0,0,0
7,2,5,0,0,2296,1,1,0,1
17,564,0,0,0,4,1,0,0,1
421,1636,34,0,0,4701,1,0,0,1
57,202,2,8,0,30,0,0,0,0
712,3,32,0,0,24996,1,0,0,1
282,2205,0,1,0,3,1,0,1,1
741,3,19,2,0,1125,0,0,0,1
35,321,2,6143,0,82,0,0,1,0
537,390,7,139,0,4150,0,0,1,0
416856,35568,2920,1215,1,3013,0,0,0,0
113,1,5,0,0,776,1,0,0,1
347,4,53,39,0,42526,1,0,0,1
5293996,101,7694,23,1,5172,0,0,0,0
204,0,28,2,0,23502,0,0,0,1
3490480,448,7772,22,1,3966,0,0,0,0
266,284,6,15684,0,6938,0,0,1,0
80,0,21,0,0,39803,1,0,0,1
489055,741,1221,53,0,17634,0,0,0,0
0,337,0,20,0,37,1,0,0,1
0,240,0,21,0,13,1,0,0,1
164514,57213,5246,2273,0,60041,0,0,0,0
1,32,0,66,0,93,1,0,0,1
473,5,35,0,0,1814,0,0,0,1
3788,4466,41,3,0,297198,1,0,0,1
165,993,2,82,0,131,1,0,1,0
57664,97,1468,808,1,2675,0,0,0,0
307,0,21,1,0,423,0,0,0,1
2419,1144,70,11257,0,7230,0,0,0,0
328,1875,28,5,0,3335,1,0,0,0
2028,615,49,95,0,942,0,0,0,0
280,48,30,3,0,4722,0,0,0,1
175303,12,4762,0,1,25,0,0,0,0
8372,4,23,0,0,2455,0,0,0,1
6465,5916,133,0,0,18513,0,0,0,1
57784,7168,2902,55,1,8286,0,0,0,0
177,459,1,3950,0,2248,0,0,0,0
6296,47,1,12,0,179,0,0,0,0
48848,88,0,1,0,705,0,1,0,0
177,119,3,1016,0,21311,0,0,0,0
1569,4882,0,95,0,112,1,0,0,1
41,72,2,2737,0,9615,0,0,1,0
4520644,2041,12661,13280,1,9362,0,0,0,0
7,68,0,8,0,15,1,0,1,0
207,5,23,108,0,728,1,0,0,1
5,485,0,90,0,98,1,0,0,1
13011,2715,1019,73,1,1592,0,0,0,0
7154703,240,4240,640,1,5995,0,0,0,1
5935044,2509,46336,175,1,34774,0,0,1,0
8063,1,13,42,0,119,1,0,0,1
1120,1168,5,1459,0,1556,0,0,0,1
350009,139,3673,240,1,30346,0,0,0,0
10599,2788,123,270098,1,6111,0,0,1,0
8,0,6,0,0,41,1,0,0,1
0,20,0,0,0,0,1,1,N/A,1
3057658,32,39970,0,1,2054,0,0,0,0
22888,366,541,133,1,382,0,0,1,0
35906,35744,130,864,0,3027,1,0,0,1
458212,710,4944,4586,1,7554,0,0,0,0
22,201,0,7,0,8,1,0,0,1
369,1,16,0,0,318279,0,0,0,1
48,64,0,299,0,93,1,0,0,0
372,396,78,381,0,440,1,0,0,0
2632,730,106,15604,1,5130,0,0,1,0
86,228,0,2,0,15,1,0,1,0
460,65,26,14,0,9058,1,0,0,1
91,78,1,261,0,742,0,0,0,0
160,239,0,94,0,748,0,0,0,0
59480,26,469,2295,1,11879,0,0,0,0
3088771,10567,4648,3101,1,59965,0,0,0,0
557,3,6,11,0,440,0,0,0,1
173,335,1,17,0,242,0,0,0,0
71,0,14,0,0,1490,1,0,0,1
5861,233,627,2,1,903,0,0,0,0
32,1582,0,0,0,4,1,1,0,1
1002080,208,7925,49,1,2293,0,0,0,0
521,473,19,78,0,2377,0,0,0,0
13049,0,115,0,0,260879,1,0,0,1
56633,4299,1150,13506,1,13037,0,0,0,0
15,59,0,0,0,5,1,0,0,0
43,269,0,2,0,27,1,0,0,0
0,7,0,3,0,1,1,0,0,1
79,80,3,23,0,901,0,0,0,1
52,2,5,0,0,702,1,0,0,1
527,992,1,9892,0,1319,1,0,1,0
14,18,0,50,0,41,0,0,1,0
16,1859,0,262,0,336,0,0,0,1
2,85,0,7,0,11,1,1,0,1
20,0,7,0,0,50,1,0,0,1
58,0,18,0,0,7839,1,0,0,1
567,0,2,0,0,16733,0,0,0,1
0,99,0,0,0,0,1,1,N/A,1
918,0,13,2,0,92849,1,0,0,1
770356,356,4943,26,1,17854,0,0,0,0
724989,751,6262,97,1,4179,0,0,0,0
2641,3259,6,1,0,203,1,0,0,0
6,91,0,1,0,1,1,0,1,0
51,0,19,0,0,13622,1,0,0,1
495,1,33,0,0,4756,1,0,0,1
69,293,2,234,0,107,0,0,1,0
5927,991,100,7978,0,91535,0,0,0,0
3165,4879,31,615,0,25509,1,0,0,0
110,219,0,2,0,57,1,0,0,0
12825837,31,69919,41,1,4326,0,0,0,0
15,78,0,1,0,186,0,0,0,0
14014,202,524,257,1,5079,0,0,0,0
7,1,7,0,0,246,0,0,0,1
684,68,5,6,0,9645,0,0,1,1
7,644,1,156,0,214,1,0,0,1
20,0,10,0,0,5131,0,0,0,1
252,2,38,70,0,15823,0,0,0,1
53162,9697,1492,13935,0,29466,1,0,0,0
138,332,5,71,0,924,1,0,1,0
20723,3,159,33,0,663,0,0,0,1
83720371,244,122731,2103,1,4161,0,0,0,0
10,2,4,0,0,5775,1,0,0,1
9,93,0,0,0,8,1,0,0,1
253,0,37,0,0,40184,1,0,0,1
13091,10734,2490,1005,0,53518,0,0,0,1
5852,254,211,151,1,5926,0,0,0,0
11695916,274,45082,21313,1,32146,0,0,0,0
4948,296,15,17,0,41190,0,0,0,1
41056,304,39,1009,0,63307,0,0,1,1
33,38,8,0,0,17,1,0,0,1
516,14,109,133,0,38073,1,0,0,1
135677,1708,907,11340,1,23655,0,0,0,0
210,95,1,398,0,9462,0,0,0,0
47,65,0,0,0,3,1,0,1,1
26,4,5,0,0,3799,1,0,0,1
2916050,440,4830,3195,1,10546,0,0,0,0
1549,734,25,2312,0,12909,0,0,1,0
4255,267,132,564,1,577,0,0,1,0
1040765,558,2418,215,1,4703,1,0,0,0
72,96,1,78,0,191,0,0,1,0
542057,991,3527,20281,1,9030,0,0,0,0
4217692,12820,6511,39,1,31195,0,0,1,0
15,1770,7,293,0,444,0,0,0,1
4419,1,129,12,0,10626,1,0,0,1
461,95,95,0,0,115356,1,0,0,1
0,280,0,21,0,31,1,0,0,1
98,827,1,2237,0,1647,0,0,0,0
683,0,35,0,0,577,1,0,0,1
52,1,10,0,0,80,1,0,0,1
94714,43,1137,0,1,1,1,0,0,0
2832,2,12,34,0,34306,1,0,0,1
37,35,8,0,0,9,1,0,0,1
394,0,48,0,0,7956,1,0,0,1
3664718,35,15921,1,1,770,0,0,0,0
5445575,357,30150,3799,1,3529,1,0,0,0
64350,56,735,2197,1,4557,0,0,0,0
358,177,9,1941,0,3246,1,0,0,0
481,0,78,0,0,6391,1,0,0,1
102,3,21,0,0,10873,1,0,0,1
8530951,890,108650,1860,1,151681,0,0,0,0
5167871,55,21599,18897,1,118147,0,0,1,0
8,170,0,1538,0,14,1,0,0,0
447,1,50,0,0,21892,1,0,0,1
124,160,1,11,0,542,0,0,0,0
620,2,49,0,0,40633,1,0,0,1
0,44,0,45,0,69,1,0,0,1
35,206,0,0,0,4,1,1,0,1
106,153,0,973,0,1408,1,0,0,0
505217,276,7111,17,1,4307,0,0,0,0
1595,1392,2,1290,0,2054,1,0,0,0
98,45,28,38,0,223659,1,0,0,1
38,113,0,1,0,1,1,0,0,1
90,62,1,68,0,5453,0,0,0,0
806,85,32,229,0,1497,0,0,0,1
16,1,11,0,0,1237,1,0,0,1
20,126,0,3,0,86,0,0,0,0
214,0,20,0,0,9727,1,0,0,1
86,397,0,1347,0,160,0,0,0,0
442,1239,3,18,0,1617,0,0,0,0
122,821,0,3,0,16,1,0,N/A,0
1,38,0,67,0,97,1,0,0,1
161,1845,27,44,0,607,0,0,0,0
61,3,12,0,0,6000,0,0,0,1
2917721,303,10993,372,1,3123,0,0,0,0
107,30,17,2,0,11151,0,0,0,1
49,12,7,1,0,831,0,0,0,1
4198,3,313,15,0,158639,1,0,0,1
384507,199,3882,12,1,5206,0,0,0,0
2985240,956,10273,62,1,13677,0,0,0,0
77,65,0,22,0,17,1,0,0,0
879,2238,31,153,0,2171,1,0,1,0
1419,1,61,5,0,32244,0,0,0,1
60427,0,320,0,0,68521,1,0,0,1
3517571,855,24528,185,1,23660,0,0,0,0
3784246,15193,10243,2513,1,14535,0,0,0,0
9,21,0,19,0,6,1,0,N/A,0
372,4815,0,15,0,2,1,0,0,1
1738,255,21,1880,0,2120,1,0,0,0
290,1,20,0,0,1196,1,0,0,1
247,12,24,0,0,13551,1,0,0,1
31,58,0,8,0,11,0,0,0,0
2,352,0,23,0,44,1,0,0,1
73,116,1,12,0,288,1,0,0,0
61,726,1,826,0,232,1,0,1,0
1475745,2372,8017,1616,1,17002,0,0,0,0
10943449,501,23938,186,1,547,0,0,0,0
91,1688,0,0,0,16,1,0,0,0
66,1,7,4,0,70,0,0,0,1
164,0,35,51,0,2714,1,0,0,1
1568426,828,5667,1670,1,3017,0,0,0,0
2073481,2952,9806,298,1,71174,0,0,1,0
4,0,1,0,0,1469,0,0,0,1
7,0,8,0,0,5669,0,0,0,1
17,1903,1,311,0,366,0,0,0,1
4,445,0,60,0,80,1,0,0,1
3211350,23,5707,751,1,8867,0,0,0,0
986,1,87,15734,0,30417,1,0,0,1
15,1,5,0,0,170,1,0,0,1
24244,24852,742,26,0,1568,0,0,0,0
595,345,1,4627,0,887,1,0,1,0
250,410,4,3650,0,837,0,0,1,0
85681083,630949,222411,10,1,15439,0,0,1,0
37,88,0,0,0,39,0,0,0,0
990,7,122,2,0,35869,1,0,0,1
12090,12774,213,0,0,49305,0,0,0,1
1818,3727,5,142,0,978,0,0,1,0
681,1988,43,1332,0,8826,0,0,0,0
4426,2604,136,551,0,5250,0,0,0,0
222659,352,3261,143,1,10999,0,0,0,0
3500781,92,18455,6003,1,26110,0,0,0,0
7901272,51,17736,231,1,9748,0,0,0,0
24,12,0,0,0,59,0,0,0,0
4799319,943150,34624,107,1,10405,0,0,0,0
156,2,12,4,0,7075,0,0,0,1
17,215,0,0,0,1,1,0,0,1
656,9,25,36,0,3306,1,0,0,1
9515386,1329,0,1141,1,5942,0,0,0,0
1337,539,76,264,1,259,0,0,0,0
482,987,10,731,0,405,1,0,1,0
358,5000,12,73,0,1236,0,0,0,0
33713,37,1934,5,1,768,0,0,0,0
56,708,0,112,0,95,1,0,1,0
2936656,779,22532,1188,1,37440,0,0,0,0
240,45,22,66,0,1993,0,0,0,1
27859346,157,32946,0,1,286,0,0,0,0
443,497,1,1555,0,1202,1,0,1,0
258608,719,1640,208,1,3353,0,0,1,0
4,30,0,1,0,3,0,1,0,1
903862,8,1159,1,0,21057,0,0,0,0
5831,57,354,16,0,457649,0,0,0,1
5,16,0,0,0,2,1,0,0,0
73,395,0,0,0,2187,0,0,0,0
174,347,2,50,0,534,1,0,0,0
11,0,6,0,0,52,1,0,0,1
455598,204,1779,196,1,1104,1,0,0,0
0,18,0,0,0,0,1,1,N/A,1
292,0,30,0,0,40166,1,0,0,1
40,117,1,13,0,48,0,0,0,0
45,75,0,10,0,103,0,0,0,0
993,4992,20,8,0,108,0,0,1,1
7941334,337,22762,73,1,13696,0,0,0,0
29270575,428,65474,350,1,6221,0,0,0,0
5541,888,275,396,0,901,0,0,0,0
15307,774,360,843,1,2786,0,0,0,0
493450,509,6483,51,1,15252,0,0,0,0
0,308,0,21,0,24,1,0,0,1
22527443,52,39873,21,1,55709,0,0,0,0
65,0,21,0,0,10069,1,0,0,1
4355,2,194,3,0,26381,0,0,0,1
207,8,21,0,0,5591,0,0,0,1
4,537,0,90,0,103,1,0,0,1
108,226,0,741,0,1570,0,0,0,0
38,69,14,446,0,2957,1,0,0,1
14491,134,1229,2923,0,2497530,0,0,0,1
114,243,6,0,0,4385,0,0,0,1
242,392,3,767,0,2064,0,0,0,0
86,28,16,127,0,211,0,0,0,1
38194,68,775,60,0,1393,0,0,0,1
1381,0,45,0,0,1292,1,0,0,1
287,597,18,16386,0,5830,0,0,1,0
680,36,79,6,0,7068,1,0,0,0
10,62,0,0,0,144,1,0,1,0
191,347,27,331,0,434,1,0,0,0
372,2105,14,1,0,12,0,0,0,1
47159,363,2260,485,1,13111,0,0,0,0
2,25,0,44,0,88,1,0,0,1
1202,255,81,510,0,1019,0,0,0,0
2,1,4,0,0,63519,1,0,0,1
1174,19,58,23,0,1145,1,0,0,1
64,436,2,60,0,14,0,0,0,0
588,1532,25,268,0,6773,0,0,0,0
299,42,10,0,0,26508,0,0,0,1
2530820,840,35966,2137,1,104891,0,0,0,0
3,114,0,2,0,1,1,1,0,1
147,0,22,0,0,1388,1,0,0,1
876,1263,22,253,0,1271,1,0,0,0
396,0,17,0,0,3608,1,0,0,1
21,0,7,1,0,65,1,0,0,1
211,321,1,24,0,26,1,0,1,1
2665,699,112,5668,0,5844,0,0,0,0
413,148,37,0,0,22,0,0,0,1
2811157,236,9805,1676,1,128,0,0,0,0
39,174,2,7,0,33,0,0,0,0
370,595,1,10406,0,2460,1,0,1,0
276122,166,7084,1234,1,7336,0,0,1,0
863,743,12,579,0,1090,0,0,1,0
9212,2,235,0,0,8996,1,0,0,1
140,0,2,0,0,16203,1,0,0,1
2048,5,79,75,0,25498,1,0,0,1
6,341,0,42,0,73,1,0,0,1
11473,1659,891,1321,1,5239,0,0,0,0
85,0,5,0,0,205,1,0,0,1
4689644,957,16655,7016,1,66208,0,0,0,0
4,35,0,0,0,4,1,0,0,0
34,204,0,0,0,0,1,1,0,0
189143,4853,1378,207,1,31170,0,0,0,0
8800,2917,4,95,0,85,0,0,0,0
4651330,509,32051,3060,1,3545,0,0,0,0
33,13,10,0,0,1136,1,1,0,1
4347,419,16,2311,0,11333,0,0,0,0
4,140,0,0,0,1,1,1,N/A,1
2,492,0,71,0,79,1,0,0,1
0,43,4,48,0,86,1,0,0,1
8576144,1135,37857,711,1,54854,0,0,1,0
952135,858,3161,2402,1,83812,0,0,0,0
159,474,1,174,0,562,1,0,0,1
7,0,5,0,0,104,0,0,0,1
56,1,17,0,0,12245,1,0,0,1
142,24,12,33,0,723,1,0,0,1
372,1136,1,1,0,46,0,0,1,1
578,310,79,574,0,379,0,0,1,0
6,0,5,0,0,2751,1,0,0,1
216039,67,887,972,1,1878,0,0,1,0
829658,56,2714,490,0,16192,0,0,1,0
31872,460,990,865,1,13838,0,0,0,0
104,126,2,9,0,21,1,0,0,0
78,0,11,21,0,692,0,0,0,1
284,29,31,1,0,4865,1,0,0,1
1536,1894,16,2161,0,3545,1,0,0,1
252,6,17,11,0,236,1,0,0,1
544,664,10,25216,0,20266,0,0,1,0
303837,44,1662,6,1,295,0,0,0,0
77,39,13,4,0,2828,1,1,0,1
33451,130,836,124,1,2023,0,0,0,0
96217,541,956,3705,1,3591,0,0,0,0
99465,958,2435,352,1,3422,0,0,1,0
2,44,0,1,0,2,1,1,0,0
1,387,0,33,0,44,1,0,0,1
0,20,0,0,0,2,1,0,0,0
45,146,3,7,0,36,0,0,0,0
1437839,334,10299,123,1,6637,0,0,0,0
46,96,0,147,0,13,1,0,1,0
437194,389732,3229,22862,1,19312,0,0,1,0
698,589,2,1508,0,7967,0,0,0,0
372,0,12,0,0,2714,1,0,0,1
1645,1893,14,6,0,5024,0,0,0,1
4956,7,202,100,0,2179,1,0,0,1
175,1,48,1,0,13142,0,0,0,1
2006589,1993,6702,429,1,33226,0,0,0,0
2,276,0,23,0,23,1,0,0,1
346,280,2,1736,0,6008,0,0,0,0
410,0,29,0,0,7709,1,0,0,1
36,0,12,1,0,394,0,0,0,1
4218370,5512,15813,655,1,44847,0,0,0,0
7203,1,354,3,0,3235,1,0,0,1
371,5,45,1,0,70202,0,0,0,1
12,115,0,0,0,28,1,0,1,0
18,40,2,3,0,51,1,0,0,0
22703994,1,88796,0,1,2895,0,0,0,0
110,111,14,0,0,3609,0,0,0,1
546,96,16,12,0,2639,1,0,0,1
3,63,0,0,0,1,1,0,N/A,1
31,88,1,244,0,184,1,0,0,0
2016,67,56,86,0,24,1,0,0,0
2540943,129,7363,767,1,4470,0,0,0,0
15659,0,380,0,0,849518,1,0,0,1
82,83,9,3,0,653,0,0,0,1
68,133,0,9,0,1817,0,0,0,0
55,0,18,0,0,10002,0,0,0,1
6,2,2,0,0,6609,1,1,0,1
221,1056,5,14344,0,3394,0,0,1,0
280,0,24,0,0,717,1,0,0,1
515,1,52,0,0,1271,1,0,0,1
5,19,0,0,0,9,1,1,0,0
821,1279,164,246,0,585,0,0,0,0
265,238,4,139,0,534,0,0,0,0
2018998,2367,9238,1733,1,11443,0,0,1,0
270,89,13,16931,0,17273,0,0,0,0
227013,1,6349,0,1,210,0,0,0,0
27,87,3,78,0,63,0,0,0,0
348,302,10,8413,0,2578,0,0,0,0
53,400,1,1678,0,136,1,0,0,0
67,222,0,0,0,105,0,0,0,0
1109011,2190,6071,1117,1,19387,0,0,0,0
68,0,18,2,0,2407,1,0,0,1
978,2104,3,3,0,114,0,0,1,1
12,161,0,8,0,269,0,0,1,0
5418,4307,97,1,0,45675,0,0,0,1
43869,4786,69,125,0,120082,0,0,0,1
131328,147,2384,72,1,207,0,0,0,0
3745,0,171,0,0,3063,1,0,0,1
17118,385,950,4,0,3168,0,0,0,0
645,1303,33,934,0,6610,0,0,1,0
91,80,1,9,0,13524,0,0,0,0
867,1544,39,87,0,1058,0,0,0,0
37,456,0,5,0,587,1,0,0,0
137,0,24,0,0,86797,0,0,0,1
4294,7,41,134,0,72621,0,0,0,1
1961954,420,4731,879,1,1389,1,0,0,0
126,253,15,19,0,411,1,0,0,0
26,240,0,3,0,141,1,0,N/A,0
100,1,19,257,0,6605,1,0,0,1
1902,94,98,5,0,21114,0,0,0,1
305,4,13,0,0,112538,1,1,0,1
14,0,7,0,0,2653,1,0,0,1
276,540,6,21524,0,3062,1,0,1,1
264229,1376,4420,19928,1,1854,0,0,1,0
275,1,2,1,0,1961,0,0,0,1
77,1,27,0,0,5057,1,0,0,1
35,2118,5,364,0,570,0,0,0,1
101,1,19,0,0,1281,1,0,0,1
112,155,28,392,0,4620,0,0,0,0
49,237,0,83,0,1542,0,0,0,0
38,835,0,0,0,4,1,0,0,1
116,0,39,0,0,8421,1,0,0,1
5616,276,270,0,0,452,1,0,0,0
217,1207,15,333,0,918,0,0,0,0
237,1,32,0,0,27579,1,0,0,1
228,335,29,73,0,697,0,0,N/A,0
2028,951,15,57,1,3284,0,0,0,0
14732,491,225,1167,1,5376,0,0,0,0
148,1,18,0,0,178,0,0,0,1
281,0,27,0,0,879,0,0,0,1
436,1,53,0,0,25646,0,0,0,1
6,124,0,2,0,0,1,0,1,1
29879,108,88,1589,0,50659,0,0,0,1
5,5,0,2,0,29,0,0,0,0
27,2257,2,288,0,323,0,0,0,1
206,295,0,1506,0,13562,0,0,1,0
171,269,3,20,0,8061,1,0,0,0
1902,3,447,11,0,95201,1,0,0,1
9968,2,185,3399,0,8782,0,0,0,1
215,721,0,0,0,76,0,0,N/A,0
1696767,350,16478,167,1,1362,1,0,0,0
36,95,0,9,0,13,1,0,N/A,0
2676782,224,15949,645,1,4278,0,0,0,0
388,13,9,2,0,21390,1,0,0,1
235449,104,697,410,1,3143,0,0,0,0
8503,222,322,861,1,21716,0,0,0,0
151,1437,0,1,0,5,1,0,0,1
947,1587,34,5482,0,23747,1,0,0,0
137,843,22,11395,0,3361,1,0,0,0
32,54,0,10,0,16,1,0,1,0
227,375,3,94,0,209,1,0,0,0
1,455,0,72,0,121,1,0,0,1
31289,167,660,1002,1,980,0,0,0,0
1876,826,113,59,1,19476,0,0,0,0
2097,4,62,0,0,47707,0,0,0,1
16,116,0,13,0,18,1,0,0,0
23,39,0,4,0,11,1,0,0,0
10250,10378,194,211,0,262067,1,0,0,1
1,29,0,48,0,72,1,0,0,1
13,5,4,0,0,10693,0,0,0,1
32463,0,795,54,0,264,0,0,1,0
1793645,428911,15982,6881,1,155671,0,0,1,0
