followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,bot
8800,2917,4,95,no,85,no,no,no,0
4651330,509,32051,3060,yes,3545,no,no,no,0
4347,419,16,2311,no,11333,no,no,no,0
8576144,1135,37857,711,yes,54854,no,no,yes,0
952135,858,3161,2402,yes,83812,no,no,no,0
578,310,79,574,no,379,no,no,yes,0
216039,67,887,972,yes,1878,no,no,yes,0
829658,56,2714,490,no,16192,no,no,yes,0
31872,460,990,865,yes,13838,no,no,no,0
104,126,2,9,no,21,yes,no,no,0
544,664,10,25216,no,20266,no,no,yes,0
303837,44,1662,6,yes,295,no,no,no,0
33451,130,836,124,yes,2023,no,no,no,0
96217,541,956,3705,yes,3591,no,no,no,0
99465,958,2435,352,yes,3422,no,no,yes,0
2,44,0,1,no,2,yes,yes,no,0
0,20,0,0,no,2,yes,no,no,0
45,146,3,7,no,36,no,no,no,0
1437839,334,10299,123,yes,6637,no,no,no,0
46,96,0,147,no,13,yes,no,yes,0
437194,389732,3229,22862,yes,19312,no,no,yes,0
698,589,2,1508,no,7967,no,no,no,0
2006589,1993,6702,429,yes,33226,no,no,no,0
346,280,2,1736,no,6008,no,no,no,0
4218370,5512,15813,655,yes,44847,no,no,no,0
12,115,0,0,no,28,yes,no,yes,0
18,40,2,3,no,51,yes,no,no,0
22703994,1,88796,0,yes,2895,no,no,no,0
31,88,1,244,no,184,yes,no,no,0
2016,67,56,86,no,24,yes,no,no,0
2540943,129,7363,767,yes,4470,no,no,no,0
68,133,0,9,no,1817,no,no,no,0
221,1056,5,14344,no,3394,no,no,yes,0
5,19,0,0,no,9,yes,yes,no,0
821,1279,164,246,no,585,no,no,no,0
265,238,4,139,no,534,no,no,no,0
2018998,2367,9238,1733,yes,11443,no,no,yes,0
270,89,13,16931,no,17273,no,no,no,0
227013,1,6349,0,yes,210,no,no,no,0
27,87,3,78,no,63,no,no,no,0
348,302,10,8413,no,2578,no,no,no,0
53,400,1,1678,no,136,yes,no,no,0
67,222,0,0,no,105,no,no,no,0
1109011,2190,6071,1117,yes,19387,no,no,no,0
12,161,0,8,no,269,no,no,yes,0
131328,147,2384,72,yes,207,no,no,no,0
17118,385,950,4,no,3168,no,no,no,0
645,1303,33,934,no,6610,no,no,yes,0
91,80,1,9,no,13524,no,no,no,0
867,1544,39,87,no,1058,no,no,no,0
37,456,0,5,no,587,yes,no,no,0
1961954,420,4731,879,yes,1389,yes,no,no,0
126,253,15,19,no,411,yes,no,no,0
26,240,0,3,no,141,yes,no,N/A,0
264229,1376,4420,19928,yes,1854,no,no,yes,0
112,155,28,392,no,4620,no,no,no,0
49,237,0,83,no,1542,no,no,no,0
5616,276,270,0,no,452,yes,no,no,0
217,1207,15,333,no,918,no,no,no,0
228,335,29,73,no,697,no,no,N/A,0
2028,951,15,57,yes,3284,no,no,no,0
14732,491,225,1167,yes,5376,no,no,no,0
5,5,0,2,no,29,no,no,no,0
206,295,0,1506,no,13562,no,no,yes,0
171,269,3,20,no,8061,yes,no,no,0
215,721,0,0,no,76,no,no,N/A,0
1696767,350,16478,167,yes,1362,yes,no,no,0
36,95,0,9,no,13,yes,no,N/A,0
2676782,224,15949,645,yes,4278,no,no,no,0
235449,104,697,410,yes,3143,no,no,no,0
8503,222,322,861,yes,21716,no,no,no,0
947,1587,34,5482,no,23747,yes,no,no,0
137,843,22,11395,no,3361,yes,no,no,0
32,54,0,10,no,16,yes,no,yes,0
227,375,3,94,no,209,yes,no,no,0
31289,167,660,1002,yes,980,no,no,no,0
1876,826,113,59,yes,19476,no,no,no,0
16,116,0,13,no,18,yes,no,no,0
23,39,0,4,no,11,yes,no,no,0
32463,0,795,54,no,264,no,no,yes,0
1793645,428911,15982,6881,yes,155671,no,no,yes,0
129,238,6,610,no,3678,yes,no,no,0
36,519,0,139,no,133,yes,no,no,0
13,61,0,8,no,1,yes,no,yes,0
5024,1265,395,4375,no,31149,no,no,no,0
658530,369,2166,1163,yes,13327,no,no,no,0
912,1167,56,3953,no,23127,no,no,no,0
67,84,2,2,no,932,no,no,no,0
771,437,33,114,no,658,yes,no,no,0
115,154,1,4,no,4158,no,no,no,0
289,124,32,2524,no,2770,yes,no,no,0
25437224,1142,30410,56,yes,56037,no,no,no,0
958913,3664,4424,467,yes,44581,no,no,no,0
1806,1146,46,1671,no,2597,no,no,no,0
2026336,53,7295,6,yes,487,no,no,no,0
132,538,0,25,no,25,yes,no,no,0
1322,3001,49,2521,no,2965,no,no,no,0
581275,1671,7462,399,yes,54262,no,no,no,0
747212,4206,6562,209,yes,18438,no,no,no,0
3525964,623,37294,269,yes,10793,no,no,no,0
747,639,33,3649,no,3918,no,no,yes,0
24,85,0,11,no,7,yes,yes,no,0
64,279,2,15,no,83,yes,no,no,0
6758,475,383,2735,no,2869,no,no,no,0
288,298,1,2949,no,2933,yes,no,no,0
3702525,8875,20465,135,yes,59937,no,no,yes,0
86,184,0,6048,no,6128,no,no,no,0
405,324,9,1461,no,29930,no,no,no,0
78913,4643,2765,1117,yes,12368,no,no,no,0
9548,4779,185,29,no,1931,no,no,no,0
76,1336,2,165,no,38,yes,yes,no,0
19088,700,352,1948,yes,9310,no,no,no,0
1870168,637,8785,305,yes,44689,no,no,no,0
1353547,11248,3914,2013,yes,24483,no,no,no,0
2381045,78,7850,25,yes,13979,no,no,no,0
95,119,0,0,no,27,yes,no,no,0
464418,373,6406,43,yes,4906,no,no,no,0
8313,2,695,0,yes,532,yes,no,no,0
128,133,2,0,no,1969,no,no,no,0
62,121,0,432,no,1260,no,no,no,0
2747,492,123,42,no,248,no,no,no,0
24,17,0,0,no,3064,no,no,no,0
428,483,16,5050,no,2195,no,no,no,0
1359462,978964,7101,11517,yes,16099,no,no,no,0
13,88,1,6,no,10,yes,no,no,0
709357,25237,2495,1448,yes,6625,no,no,no,0
13519,32,485,2053,no,1311,yes,no,no,0
8932,1015,193,32932,yes,19498,no,no,yes,0
645,652,15,598,no,359,yes,no,yes,0
6719130,82,10504,329,yes,1317,no,no,no,0
1399,1705,1,2232,no,6309,no,no,no,0
1161,133,16,308,no,670,no,no,no,0
129,88,1,2,no,54,no,no,no,0
3221,868,273,26430,no,17725,no,no,no,0
1526,1346,5,3332,no,8662,no,no,yes,0
14316643,44,6377,45,yes,1080,no,no,yes,0
49,475,0,693,no,8,no,no,no,0
35476,150,880,1380,no,484,no,no,no,0
21,23,0,0,no,3,yes,no,no,0
21,114,0,0,no,7,no,no,no,0
96321564,203,142370,4272,yes,7837,no,no,yes,0
85,254,0,159,no,431,no,no,no,0
67,496,0,0,no,3,yes,no,no,0
3196,2536,135,6392,no,9983,no,no,no,0
15,84,0,28,no,25,no,no,no,0
4,29,0,2,no,109,yes,no,no,0
5904,5767,94,5044,no,381,no,no,yes,0
193,268,0,139,no,4714,no,no,no,0
2039596,333,8897,42,yes,3361,no,no,yes,0
4309,2316,296,2583,no,5690,no,no,no,0
1878,262,64,109,no,1718,no,no,no,0
61,146,3,77,no,82,yes,no,N/A,0
36,119,0,1,no,76,no,no,no,0
38,75,0,0,no,496,no,no,no,0
72,703,0,65,no,4,yes,no,yes,0
8244,485,313,148,yes,1715,no,no,no,0
750,566,20,35,no,5458,no,no,no,0
2459472,1725,6202,8367,yes,12868,no,no,no,0
1474073,40,7304,13,yes,8601,no,no,no,0
11600,1271,253,5573,yes,5832,no,no,yes,0
4656143,1267,12753,2456,yes,11252,no,no,no,0
5555,296,63,11881,no,10335,no,no,no,0
628,1814,8,115,no,2991,no,no,yes,0
455,137,50,169,no,254,yes,no,no,0
27,25,0,17,no,50,yes,no,no,0
2226900,2284,24944,847,yes,19873,no,no,no,0
1633238,31049,6682,6642,yes,5506,no,no,no,0
228,64,5,1449,no,1015,no,no,yes,0
22,95,0,86,no,52,yes,no,no,0
74952,340,541,8101,yes,7931,yes,no,no,0
26408349,41,66599,46,yes,34592,no,no,no,0
20,195,0,1,no,32,yes,no,no,0
6,84,0,1,no,3,yes,no,yes,0
42,204,5,5490,no,580,yes,yes,no,0
278,3370,0,485,no,48,yes,no,no,0
45663,285,1423,5961,yes,18715,no,no,no,0
35412,105,171,15,no,967,no,no,no,0
1983513,1675,28504,2658,yes,40938,no,no,no,0
13616221,760,37316,1178,yes,9824,no,no,yes,0
504,207,24,27,no,1546,no,no,no,0
22667,880,969,509,no,6306,no,no,no,0
9446,1020,129,14328,yes,11364,no,no,yes,0
1229427,337,5979,18,yes,440,no,no,no,0
44697,415,814,2530,yes,4654,no,no,no,0
1075,455,36,964,no,1851,no,no,yes,0
2,4,0,0,no,1,yes,yes,no,0
14,28,0,0,no,52,no,no,no,0
3273,3296,0,34,no,3374,yes,no,N/A,0
84127,11349,5022,27745,yes,84045,no,no,yes,0
0,297,0,262,no,36,yes,yes,no,0
9,128,0,70,no,17,yes,no,no,0
9005238,781,22356,5483,yes,10714,no,no,no,0
1120752,8561,9587,14350,yes,9872,no,no,no,0
2833,6,97,0,no,11889,yes,no,no,0
28,921,0,54,no,8,yes,no,N/A,0
330,302,6,2,no,2079,yes,no,yes,0
14896759,78,22872,38,yes,1361,yes,no,no,0
118101,995,2280,31928,yes,24564,no,no,yes,0
11,80,0,0,no,1,no,no,no,0
411,2060,0,115,no,250,no,no,yes,0
22270820,263,87505,2329,yes,46185,no,no,no,0
86,2924,0,0,no,670,no,no,N/A,0
85,334,2,0,no,5609,no,no,N/A,0
31942389,373,58780,82,yes,8453,no,no,no,0
1108807,1662,7220,2877,yes,27085,no,no,yes,0
3749,1,313,177,no,7931,no,no,no,0
96486,572,530,2104,yes,3385,no,no,no,0
384433,423,1872,1356,yes,9924,no,no,yes,0
13453399,679,48833,58,yes,8652,no,no,no,0
1527,777,9,28218,no,42282,no,no,yes,0
343,55,26,2,no,55,no,no,no,0
5370,82,75,607,no,7169,yes,no,no,0
33419,1245,1067,1584,yes,8469,no,no,no,0
23290650,319,35640,115,yes,53864,no,no,no,0
4639,491,108,0,no,7,no,yes,no,0
215,162,27,421,no,2450,no,no,yes,0
9942665,462,3447,13946,yes,7312,no,no,no,0
139,742,0,119,no,329,no,no,no,0
351335,19,1221,395,yes,25,no,no,no,0
2925,3,139,0,no,708,yes,no,no,1
9,0,5,0,no,6,yes,no,no,1
132,46,24,740,no,7346,yes,no,no,1
54,1351,0,2,no,6,yes,no,no,1
533,2,34,2,no,1056,yes,no,no,1
343,1,8,0,no,5140,yes,no,no,1
307,4,14,5,no,2060,yes,no,no,1
300,1,17,0,no,4092,yes,no,no,1
159,0,8,0,no,904,no,no,no,1
197,0,11,0,no,199,no,no,no,1
2845,4,62,0,no,16272,no,no,no,1
1474799,1,6818,1793,no,20990,no,no,no,1
17,0,6,0,no,1859,yes,no,no,1
85,4707,0,2,no,4,yes,no,no,1
1,319,0,19,no,25,yes,no,no,1
1599,3,3,2,no,18100,yes,no,no,1
16,1,8,0,no,3222,no,no,yes,1
0,259,0,21,no,18,yes,no,no,1
2,236,0,15,no,20,yes,no,no,1
0,37,0,0,no,0,yes,yes,N/A,1
74,0,7,1,no,9057,yes,no,no,1
29,0,16,0,no,2839,no,no,no,1
760,1,45,31,no,4193,yes,no,no,1
0,98,0,0,no,2,yes,yes,no,1
4391,0,113,4,no,8732,yes,no,no,1
4937,5,135,0,no,1641,yes,no,no,1
90,3,11,2,no,6585,no,no,no,1
27481,1,265,4,no,42940,yes,no,no,1
248,231,46,56,no,71111,yes,no,no,1
78,41,0,6628,no,4249,yes,no,no,1
274,2,14,21,no,15340,yes,no,no,1
33,2272,0,287,no,362,no,no,no,1
10,15,0,13,no,3,yes,no,no,1
12,0,4,0,no,251,yes,yes,no,1
12853,13,453,0,no,4874,yes,no,no,1
35,2,7,0,no,4571,no,no,no,1
21,2033,1,317,no,403,no,no,no,1
3523,2726,142,32,no,18407,no,no,no,1
173,0,13,0,no,6893,yes,no,no,1
1609,0,60,0,no,1670,yes,no,no,1
206,2,16,8,no,18817,no,no,no,1
362770,355287,1895,9,yes,3042,yes,no,yes,1
540,2,65,0,no,745,no,no,no,1
647,0,7,3,no,75704,yes,no,no,1
371,1,32,2,no,3849,yes,no,no,1
5280,6,164,9,no,17341,no,no,no,1
505,13,49,0,no,5109,no,no,no,1
1087,1,40,0,no,1947,yes,no,no,1
1,495,0,87,no,97,yes,no,no,1
152,374,0,47,no,1044,yes,no,no,1
26040,729,235,0,no,87219,yes,no,no,1
1,341,0,44,no,36,yes,no,no,1
1374,2102,13,2,no,114,yes,no,no,1
29,97,0,0,no,3,yes,no,yes,1
66,2,20,0,no,5647,yes,no,no,1
26,0,9,0,no,1317,no,no,no,1
71727,34,778,0,no,109163,yes,no,no,1
33,1,10,0,no,4032,no,no,yes,1
75,0,7,0,no,6414,yes,no,no,1
31,0,6,0,no,975,yes,no,no,1
119,1,21,0,no,18719,no,no,no,1
1,315,0,13,no,27,yes,no,no,1
887,0,14,20624,no,43512,no,no,no,1
2,501,0,102,no,130,yes,no,no,1
0,349,0,42,no,77,yes,no,no,1
1727,46,47,193,no,28918,yes,no,no,1
243,4,4,0,no,69595,yes,no,no,1
2,386,0,28,no,41,yes,no,no,1
2,31,0,159,no,1,yes,no,no,1
1,369,0,28,no,36,yes,no,no,1
689,4,35,1,no,46115,no,no,no,1
506,11,48,5,no,41052,yes,no,no,1
1104,136,29,0,no,483,no,no,no,1
17,1,8,0,no,1522,yes,no,no,1
630,4,42,96,no,15036,no,no,no,1
0,35,0,58,no,83,yes,no,no,1
2923,1,52,0,no,652,no,no,no,1
0,32,0,59,no,82,yes,no,no,1
8073,1,118,0,no,29984,no,no,no,1
247,0,53,2,no,17811,no,no,no,1
4,492,0,57,no,76,yes,no,no,1
1,328,0,27,no,26,yes,no,no,1
119,0,11,0,no,1761,yes,no,no,1
3,336,0,29,no,39,yes,no,no,1
236,0,37,0,no,2821,no,no,no,1
957,2826,39,3255,no,4413,no,no,no,1
85,1,14,0,no,24631,no,no,no,1
142,1,20,0,no,3555,no,no,no,1
22,2107,1,297,no,387,no,no,no,1
1,162,0,0,no,0,yes,yes,no,1
77,490,0,1,no,15,no,no,no,1
1,41,1,80,no,126,yes,no,no,1
44,5,11,3,no,2396,yes,no,no,1
292,1,26,0,no,1958,no,no,no,1
166,25,18,0,no,3622,no,no,no,1
8,1,1,0,no,0,yes,no,no,1
166,1,24,0,no,17017,no,no,no,1
1786,2525,21,1,no,136932,no,no,no,1
19,23,4,2,no,2768,no,no,yes,1
945,2027,3,2847,no,13935,no,no,no,1
8,91,0,0,no,18,yes,yes,no,1
211,1,31,0,no,46816,yes,no,no,1
20,0,16,0,no,42453,yes,no,no,1
8939,6003,516,710,no,5846,yes,no,no,1
1464,40,157,996,no,144584,no,no,no,1
0,70,0,0,no,0,yes,yes,N/A,1
175,2,20,2,no,8843,yes,no,no,1
29,1,9,0,no,105,yes,no,no,1
6,0,4,0,no,11,yes,no,no,1
2623,5,52,409,no,3952,no,no,no,1
61,0,3,0,no,81,yes,no,no,1
5,603,1,155,no,166,yes,no,no,1
168,2,18,0,no,12406,yes,no,no,1
2108,3,60,8,no,49270,no,no,no,1
3,156,0,0,no,2,yes,yes,no,1
4,102,0,2,no,0,yes,no,yes,1
578,17,96,0,no,5234,no,no,no,1
14,593,0,1,no,4,yes,no,no,1
428,410,13,630,no,16989,yes,no,no,1
1353,76,4,1,no,21536,no,no,no,1
41,0,11,0,no,300,yes,no,no,1
8,0,4,0,no,528,yes,no,no,1
10832,2673,42,2413,no,34971,no,no,no,1
74,2,5,0,no,608,no,no,no,1
120,836,0,1,no,8,yes,no,no,1
60,11,11,2,no,4882,yes,no,no,1
49,277,1,0,no,7,yes,no,no,1
74704,1,618,5919,no,49429,no,no,no,1
601,0,53,0,no,24135,no,no,no,1
43721,165,681,0,no,938563,no,no,no,1
0,20,0,0,no,0,yes,yes,N/A,1
10014,27,326,0,no,14473,no,no,yes,1
93,0,24,0,no,5145,no,no,no,1
22,1,9,0,no,3868,yes,no,no,1
136,2,14,0,no,5684,no,no,no,1
3,28,0,60,no,96,yes,no,no,1
2,52,0,87,no,128,yes,no,no,1
856,1078,7,0,no,130262,yes,no,no,1
0,30,0,0,no,0,yes,yes,N/A,1
55,1343,0,0,no,0,yes,yes,no,1
0,37,0,39,no,63,yes,no,no,1
2,116,0,4,no,8,yes,no,N/A,1
1,331,1,15,no,29,yes,no,no,1
37,0,8,0,no,0,yes,no,no,1
30,0,8,0,no,11572,no,no,no,1
7,163,0,0,no,1,yes,no,no,1
67,0,17,0,no,886,yes,no,no,1
62,1,9,1,no,1760,yes,no,no,1
499,53,51,75,no,2592,yes,no,no,1
4896,8,2186,57638,no,57640,no,no,no,1
1,352,0,29,no,33,yes,no,no,1
43536,1,131,1,no,104405,no,no,no,1
0,118,0,0,no,0,yes,yes,N/A,1
6664,1,196,0,no,6025,yes,no,no,1
4,70,0,1,no,1,no,no,yes,1
116,1,9,0,no,4659,yes,no,no,1
662,3,6,60,no,29818,yes,no,no,1
35,3,17,0,no,53057,yes,no,no,1
366,0,59,0,no,19686,yes,no,no,1
11,1983,0,323,no,397,no,no,no,1
752,0,4,86,no,21132,yes,no,no,1
600,818,40,651,no,1787,no,no,no,1
180,4,7,2,no,5265,no,no,no,1
0,350,0,23,no,35,yes,no,no,1
34,1,8,0,no,41492,no,no,no,1
4369,0,48,0,no,1542,yes,no,no,1
806,4924,1,92,no,19,yes,no,no,1
159,6,26,0,no,5019,yes,no,no,1
3,631,0,115,no,177,yes,no,no,1
4087,1,5,1,no,3549,yes,no,no,1
4,28,0,0,no,2,yes,no,yes,1
0,18,0,0,no,0,yes,yes,N/A,1
1510,2126,20,0,no,207479,no,no,no,1
113,28,15,2,no,3053,yes,no,no,1
8,45,0,3,no,5,yes,no,no,1
36,0,12,879,no,467,yes,no,no,1
3738,7,86,24,no,59713,yes,no,no,1
74,744,1,90,no,14,yes,no,no,1
537,1,18,0,no,281,yes,no,no,1
0,26,0,21,no,23,yes,no,no,1
633,43,65,76,no,1627,yes,no,no,1
660,3,37,5,no,4529,yes,no,no,1
2896,2,225,15,no,113733,yes,no,no,1
67,242,7,45,no,470,no,no,no,1
3,343,0,37,no,41,yes,no,no,1
17,221,1,15,no,444,yes,yes,no,1
130,0,0,0,no,3190,yes,no,no,1
213,0,23,0,no,5685,yes,no,no,1
10,728,0,133,no,174,no,no,no,1
6,157,0,11,no,0,yes,no,no,1
18672,0,252,0,no,18270,no,no,no,1
928,20,23,7,no,3421,yes,no,no,1
29,52,5,4,no,58,no,no,no,1
189,366,0,1,no,36,yes,no,no,1
2352,5001,79,3943,no,32426,yes,no,no,1
297,0,10,0,no,330,yes,no,no,1
798,1,54,0,no,2539,no,no,no,1
6645,1,191,168,no,8416,no,no,no,1
490,1,21,0,no,927,yes,no,no,1
66,3716,0,0,no,0,yes,yes,no,1
2800,3049,19,20941,no,17985,no,no,no,1
2,249,0,14,no,26,yes,no,no,1
1,261,0,24,no,21,yes,no,no,1
2,287,0,12,no,17,yes,no,no,1
10,168,1,18,no,4,yes,no,yes,1
74,0,121,0,no,4415,yes,no,no,1
60,258,0,93,no,93,yes,no,no,1
335,0,32,1,no,17375,no,no,no,1
0,266,0,22,no,35,yes,no,no,1
0,335,0,24,no,32,yes,no,no,1
0,25,0,0,no,0,yes,yes,no,1
96,29,10,0,no,195,yes,no,no,1
1456,12,122,4,no,72096,no,no,no,1
0,21,0,0,no,0,yes,yes,N/A,1
2,51,0,0,no,0,yes,yes,N/A,1
5,187,0,6,no,1,yes,no,yes,1
10,100,1,0,no,1,yes,no,yes,1
2,316,0,22,no,31,yes,no,no,1
197,0,82,0,no,684818,yes,no,no,1
566,122,56,7,no,33258,yes,no,no,1
585,3479,1,0,no,212,no,no,no,1
492,14,27,1,no,107,no,no,no,1
2003,0,167,54,no,39446,no,no,no,1
0,461,0,64,no,93,yes,no,no,1
213,213,18,0,no,5988,no,no,no,1
0,35,0,38,no,44,yes,no,no,1
2047969,102396,13095,860,no,67905,no,no,no,1
1325,1797,64,0,no,18265,no,no,no,1
8,5,6,0,no,27,yes,no,no,1
114,205,6,0,no,136271,no,no,no,1
314,0,50,0,no,2978,no,no,no,1
2399,4936,147,319,no,5581,no,no,no,1
11,820,0,157,no,587,no,no,no,1
2,42,1,29,no,39,yes,no,no,1
1242,4610,26,0,no,8743,yes,no,no,1
335,3,22,2,no,4934,no,no,no,1
158,2410,0,0,no,1,yes,yes,no,1
183,3,5,0,no,31,yes,no,no,1
912,1164,56,3951,no,23106,no,no,no,1
1211,1,35,0,no,160,yes,no,no,1
10,0,2,0,no,10370,no,no,no,1
51,1832,0,79,no,636,no,no,no,1
632,0,42,0,no,2822,yes,no,no,1
41,8,0,0,no,2,yes,no,no,1
0,30,0,0,no,0,yes,yes,N/A,1
182,0,27,0,no,3322,yes,no,no,1
155,0,29,0,no,9286,yes,no,no,1
107,1,17,0,no,16414,no,no,no,1
47,197,0,62,no,1,yes,no,no,1
970,1,73,0,no,2023,no,no,no,1
883,1,42,0,no,2574,yes,no,no,1
85,1,0,0,no,1000,yes,no,no,1
576,31,60,8,no,2370,yes,no,no,1
79,0,21,0,no,40308,no,no,no,1
1307,1,61,0,no,2285,yes,no,no,1
139,43,8,0,no,6345,no,no,no,1
8,660,2,127,no,190,yes,no,no,1
570,0,40,1,no,5096,no,no,no,1
69,1513,0,0,no,1,yes,no,no,1
153,0,7,0,no,144271,yes,yes,no,1
799,1,58,0,no,11373,no,no,no,1
1784,43,89,5,no,389,no,no,no,1
43,0,0,0,no,2507,no,no,no,1
67,0,19,0,no,120232,yes,no,no,1
70,5,8,2,no,4310,yes,no,no,1
40,0,9,25,no,1868,yes,no,no,1
2,465,0,56,no,76,yes,no,no,1
35,54,2,0,no,114,yes,no,no,1
86,0,25,0,no,22951,yes,no,no,1
129,1,23,0,no,2341,yes,no,no,1
23,1863,1,271,no,374,no,no,no,1
904,0,19,0,no,1123,no,no,no,1
10,0,8,0,no,289,no,no,no,1
4,32,0,0,no,29,yes,yes,no,1
1,280,0,19,no,16,yes,no,no,1
60,0,19,0,no,1476,yes,no,no,1
50196,48860,5850,112382,no,81267,yes,no,yes,1
7812,5,263,0,no,4464,no,no,no,1
18,3,8,1,no,1456,yes,no,no,1
87,0,9,0,no,2905,no,no,no,1
84,14,3,0,no,238,no,no,no,1
392,0,17,0,no,1325,yes,no,no,1
1248,7,3,0,no,11708,no,no,no,1
10057,7468,108,1905,no,1459,no,no,no,1
195,1,14,5,no,5949,no,no,no,1
2,337,0,21,no,25,yes,no,no,1
1854,8,2480,11,no,127238,yes,no,no,1
352,0,47,0,no,11068,yes,no,no,1
0,10,0,56,no,79,yes,no,no,1
12,2004,0,276,no,333,no,no,no,1
354,1,47,0,no,29635,yes,no,no,1
153,0,15,0,no,2072,yes,no,no,1
0,28,0,49,no,90,yes,no,no,1
7,33,0,0,no,3,yes,no,yes,1
168,224,29,432,no,7028,no,no,no,1
88,29,4,0,no,178,yes,no,no,1
90,22,0,0,no,29724,yes,no,no,1
3,659,1,136,no,169,yes,no,no,1
518,5,51,0,no,94196,yes,no,no,1
803,31,34,0,no,808,no,no,no,1
7,0,5,0,no,1381,no,no,yes,1
128,1814,0,7,no,18,yes,yes,no,1
36,0,9,0,no,416,yes,no,no,1
1,509,0,75,no,104,yes,no,no,1
1479,3,11,19,no,32440,yes,no,no,1
39,0,12,0,no,9729,yes,no,no,1
136,1,21,5,no,34446,no,no,no,1
286,0,22,0,no,94599,yes,no,no,1
133554,95060,1455,1453,no,40763,no,no,no,1
1810,1,36,24,no,35024,yes,no,no,1
533,0,42,0,no,7145,yes,yes,no,1
281,0,40,0,no,1224,yes,no,no,1
4,24,0,1,no,0,yes,yes,N/A,1
251,131,36,1,no,362,yes,no,no,1
260,0,34,0,no,25155,yes,no,no,1
12,64,0,0,no,7,yes,no,no,1
1,398,0,31,no,61,yes,no,no,1
5558,6032,16,115,no,1877,yes,no,yes,1
169,18,3,3,no,4,yes,no,no,1
293,344,2,0,no,8638,no,no,no,1
956,0,34,0,no,434,yes,no,no,1
176,16,25,4,no,5040,yes,no,no,1
181,1,25,0,no,60475,no,no,no,1
102,1,5,0,no,266,yes,no,no,1
1,69,0,0,no,11,yes,no,no,1
17,0,2,0,no,170,yes,no,no,1
1040,0,61,1,no,2633,yes,no,no,1
62,0,19,0,no,4106,yes,yes,no,1
1,42,0,0,no,0,yes,yes,N/A,1
1640,26,20,14,no,19151,no,no,no,1
1,498,0,103,no,102,yes,no,no,1
0,256,0,13,no,11,yes,no,no,1
88195,82994,1736,892,yes,1933,yes,no,no,1
78,0,31,0,no,10130,yes,no,no,1
83215,12,1789,45,no,2063,no,no,no,1
148,0,21,0,no,12083,yes,no,no,1
598,1,42,0,no,9684,yes,no,no,1
1026,1,74,0,no,3456,yes,no,no,1
23,0,14,0,no,2584,yes,no,no,1
93,1,16,0,no,29804,yes,no,no,1
2,341,0,29,no,44,yes,no,no,1
461,873,0,0,no,126,yes,no,no,1
1,367,0,29,no,37,yes,no,no,1
20,96,0,374,no,1,yes,no,N/A,1
2271,3,110,0,no,15514,no,no,no,1
3508,4053,3,0,no,7252,no,no,yes,1
5,93,0,5,no,1,yes,no,N/A,1
491,4970,1,187,no,118,yes,no,yes,1
483883,0,4614,0,no,62634,no,no,no,1
0,26,0,47,no,65,yes,no,no,1
305,29,7,3,no,162,yes,no,no,1
94,1,25,0,no,2383,no,no,no,1
292,2225,0,0,no,0,yes,no,no,1
0,86,0,0,no,0,yes,yes,N/A,1
1,4,0,22,no,4,yes,yes,no,1
52,222,0,10,no,1,yes,no,no,1
1,34,0,68,no,98,yes,no,no,1
1,9,0,0,no,1,yes,no,no,1
11,2,7,0,no,5464,no,no,no,1
98,8,14,2,no,3375,yes,yes,no,1
50,0,13,0,no,1462,yes,no,no,1
337,2,40,0,no,28941,yes,no,no,1
1226,2636,24,25,no,664,no,no,yes,1
70,0,20,1,no,16312,no,no,no,1
445,4997,2,109,no,83,no,no,yes,1
2838,6,97,0,no,11889,yes,no,no,1
127,1,17,0,no,2836,yes,no,no,1
69,4,12,1,no,171,yes,no,no,1
113,0,32,0,no,25120,no,no,no,1
153,2,9,3,no,391,yes,no,no,1
3,30,0,0,no,1,yes,no,yes,1
21,1880,5,305,no,454,no,no,no,1
6,0,6,0,no,1066,yes,no,no,1
3,39,0,0,no,3,yes,yes,no,1
42,0,3,1,no,964,yes,no,no,1
15,3,2,721,no,854,no,no,no,1
86,433,1,174,no,26,yes,no,no,1
1,341,0,23,no,31,yes,no,no,1
576,39,10,21,no,52048,no,no,no,1
16,1,4,1,no,2001,yes,no,no,1
173,0,7,2,no,1188,yes,no,no,1
312,2,13,21,no,856,no,no,no,1
56,39,13,0,no,247223,yes,yes,no,1
3,314,0,34,no,56,yes,no,no,1
1533,1714,14,0,no,19176,no,no,no,1
33,1,6,2,no,1029,yes,no,no,1
412,15,32,0,no,46926,no,no,no,1
13,3,4,0,no,79,yes,no,no,1
500,726,10,17962,no,22712,no,no,yes,1
1075,0,24,0,no,703,yes,no,no,1
882,231,11,3,no,2826,yes,no,no,1
131,1,26,0,no,1622,yes,no,no,1
98866,108366,122,851,no,868,no,no,no,1
20,0,8,0,no,84,yes,no,no,1
3,0,1,0,no,5236,no,no,no,1
3588,0,135,0,no,18413,no,no,no,1
7,2,5,0,no,2296,yes,yes,no,1
17,564,0,0,no,4,yes,no,no,1
421,1636,34,0,no,4701,yes,no,no,1
712,3,32,0,no,24996,yes,no,no,1
282,2205,0,1,no,3,yes,no,yes,1
741,3,19,2,no,1125,no,no,no,1
113,1,5,0,no,776,yes,no,no,1
347,4,53,39,no,42526,yes,no,no,1
204,0,28,2,no,23502,no,no,no,1
80,0,21,0,no,39803,yes,no,no,1
